code	gen1	gen2	gen3	gen4	gen5	gen6	gen7	gen8	gen9	gen10	gen11	gen12	gen13	gen14	gen15	gen16	gen17	gen18	gen19	gen20	gen21	gen22	gen23	gen24	gen25	gen26	gen27	altitude	pluvio_yr	forest	pluvio_1	pluvio_2	pluvio_3	pluvio_4	pluvio_5	pluvio_6	pluvio_7	pluvio_8	pluvio_9	pluvio_10	pluvio_11	pluvio_12	geology	evi_1	evi_2	evi_3	evi_4	evi_5	evi_6	evi_7	evi_8	evi_9	evi_10	evi_11	evi_12	evi_13	evi_14	evi_15	evi_16	evi_17	evi_18	evi_19	evi_20	evi_21	evi_22	evi_23	lon	lat	surface
2223	5	2	4	0	0	1	0	4	4	4	29	3	25	0	5	0	0	0	0	0	3	2	1	21	39	0	0	436,3146362305	1484	7	63,2932357788	78,7972488403	141,7107696533	138,076171875	131,423828125	105,7932434082	138,021774292	135,9478759766	162,5824737549	178,0641479492	116,7308120728	68,3132858276	6	0,3304247856	0,3899467289	0,4077319801	0,436129719	0,469432503	0,5016922951	0,474365145	0,5008456111	0,4986170828	0,471586138	0,4823070467	0,4397111833	0,4423397779	0,4366002083	0,4998493493	0,4421058595	0,4615353942	0,4803905785	0,4631530941	0,4662962258	0,4440799654	0,4098238945	0,3550338447	16,717807929	2,1760916829	6,5
913	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	0	0	1	0	0	0	1	0	0	0	344,1553955078	1423	3	87,6666793823	105,1666717529	132,6666107178	143,6666870117	123,3333358765	82,5	58,333278656	64,9999694824	133,5000152588	187,3333740234	172,6667022705	95,3333892822	6	0,3543567955	0,4021449685	0,3960140347	0,4565813541	0,4356855154	0,448071897	0,4757254124	0,4967628121	0,4910244644	0,4770846367	0,4689148962	0,4295583963	0,4368627667	0,4128221869	0,4512400031	0,4812772572	0,4917506874	0,4776418507	0,4695883989	0,4660455287	0,4685696661	0,4553599954	0,3653603792	15,6683123433	0,4144383783	2
315	2	0	0	0	0	0	2	0	0	1	9	3	1	0	0	0	0	0	0	1	0	0	4	0	1	21	29	608,7476806641	1481	7	31,4453639984	63,699596405	128,6201477051	153,5171508789	165,0634460449	143,3265380859	141,2041168213	138,0393676758	171,1332550049	200,0147399902	103,7216262817	34,4579811096	5	0,3503471613	0,3847338855	0,3932051063	0,4409650862	0,4304304421	0,4952761233	0,5248994827	0,521812737	0,4971431494	0,5058502555	0,4850312471	0,4683192372	0,4745297432	0,4154772758	0,4277870059	0,4718392193	0,499438405	0,4552752972	0,4339953065	0,4233941436	0,4132981896	0,4158590734	0,3487285674	14,506370802	3,487961165	5
1581	0	0	0	0	0	1	5	0	0	76	23	0	19	3	1	0	0	0	0	1	1	0	1	7	3	19	0	376,3395996094	1427,3333740234	1	77,9849090576	92,439414978	149,1778564453	145,7459869385	133,6287078857	99,8827209473	85,1778640747	91,6097335815	148,1781005859	169,5683746338	161,1058502197	87,4620437622	6	0,3639083803	0,3897902369	0,4191665649	0,4720365703	0,502963841	0,5378734469	0,5172479153	0,522310555	0,5423818231	0,5189100504	0,4804064035	0,4439603984	0,4641653299	0,4472363293	0,5281128287	0,5044781566	0,5118362308	0,5233530402	0,5128491521	0,4849778712	0,4790213108	0,4587483406	0,3936548829	16,2680241066	0,9017041859	11
2932	2	5	2	0	3	2	0	24	1	34	40	3	11	1	4	2	5	0	0	2	7	1	6	24	67	14	0	442,6319580078	1409,7778320313	1	40,6380271912	60,6194419861	105,0892715454	111,8113937378	112,2659988403	134,5438690186	144,2306518555	167,1700134277	162,5572814941	173,7138977051	96,6060333252	39,070690155	3	0,3600129783	0,3890970051	0,4102166295	0,4535089433	0,4574612677	0,5040835738	0,5272306204	0,5276534557	0,5227407813	0,4847683012	0,487932682	0,448757112	0,4530985653	0,4658744633	0,4747923315	0,4905489683	0,4952000678	0,5120125413	0,4508886039	0,4746052027	0,4403259456	0,4074586928	0,3650920391	17,2425557219	3,0006953573	8,75
3352	3	2	2	0	0	0	0	11	2	14	13	0	12	0	1	2	0	0	3	2	0	1	4	23	49	1	0	458,4682922363	1450	1	45,1666679382	62,3333320618	106	120,8333358765	114,8333358765	165,3333282471	154,8333282471	166	161	176,1666717529	104,1666641235	33,8333320618	3	0,3887223899	0,3962520659	0,4245308936	0,4148453772	0,472470969	0,5523080826	0,5143796206	0,5389086604	0,5318979621	0,5104017258	0,4915474653	0,4496928155	0,4561200738	0,4786508083	0,5134242177	0,4858276844	0,5335128903	0,529471755	0,4903674424	0,4964466095	0,472969681	0,4482322335	0,394390136	17,7298215295	3,2630692538	5
374	3	0	0	0	1	0	0	0	1	5	16	6	3	0	0	0	1	0	0	1	6	0	2	3	5	55	13	686,7227172852	1479	7	29	55,3333320618	133	152,5	169,6666717529	144,5	150,5	140,6666717529	196,8333282471	185,6666717529	108	22,1666660309	5	0,3832294345	0,3951207399	0,4518465996	0,4781427979	0,4230840504	0,5148665309	0,5290878415	0,5103841424	0,5175426006	0,5000693202	0,4885995388	0,4747521877	0,4464662373	0,4117215872	0,4070036411	0,4689475298	0,459910661	0,4559885263	0,4568634927	0,4494617283	0,4477619529	0,426918745	0,3622144163	14,6937807281	3,7128530762	10,5
231	1	0	0	0	4	0	4	0	0	13	8	5	7	0	0	1	0	0	18	1	2	0	9	2	1	35	80	647,0140380859	1454,0987548828	7	33,2921524048	66,1837005615	120,5829849243	148,9402313232	165,534362793	128,4894866943	154,8765411377	133,3887176514	191,4006958008	170,7656860352	121,2847137451	19,5814647675	5	0,3499616086	0,3558230698	0,3980211914	0,4391309023	0,430187434	0,5076767802	0,5280848742	0,5018752813	0,5040747523	0,4872683585	0,4924878776	0,481626302	0,4733193517	0,4071391821	0,4335533082	0,4610671401	0,48896119	0,4781031311	0,4219714701	0,4151818752	0,4300769866	0,4011982083	0,3446241617	14,318960876	3,862781017	11
3343	3	1	0	0	0	1	6	1	5	61	25	21	2	58	0	7	9	0	2	0	2	0	3	8	3	32	17	366,1437683105	1440	7	58,3418884277	77,3525848389	111,4017868042	131,6645355225	108,9935836792	132,1645355225	137,4700469971	142,7734375	161,1581115723	156,9850311279	104,6474151611	50,5299491882	6	0,3341831863	0,3550309241	0,3887191713	0,4712876976	0,447822392	0,5075304508	0,5214268565	0,5270135403	0,5077154636	0,5083827376	0,4788203239	0,4498789608	0,4628875554	0,4439679682	0,4828748703	0,5022809505	0,4630418122	0,4917989671	0,4796667397	0,4546917677	0,4735032916	0,4484764934	0,3519518971	17,7298215295	2,5883935201	19
741	5	0	0	2	2	0	4	1	1	67	28	13	41	0	0	0	0	0	0	2	9	0	6	0	3	70	19	512,9376831055	1481	1	51,6573905945	72,8351211548	141,3290405273	141,1720275879	136,171661377	107,1737976074	122,6691589355	119,1780853271	164,6884307861	194,3401031494	131,1623840332	57,6559638977	1	0,3606753945	0,3803598285	0,4489089847	0,438640058	0,4515965879	0,5188801885	0,5460835695	0,5399412513	0,5152140856	0,5163961649	0,5116283894	0,4555053711	0,4514881372	0,4357785881	0,4563129246	0,5141735673	0,518828392	0,4868913293	0,4504039288	0,4913568497	0,4355871677	0,4238898158	0,34203282	15,5183844025	2,3260196237	16,003641981
270	0	1	0	0	0	1	2	8	0	14	11	4	2	0	1	0	0	0	83	9	2	0	4	4	4	46	40	658,8944091797	1450	7	34,8333320618	68,5	120	145,3333282471	161	124,8333358765	157,6666717529	135,1666717529	190,3333282471	171,6666717529	120,5	19,3333339691	5	0,3556758463	0,3690961301	0,4027483165	0,4429603517	0,4316025972	0,5238310695	0,5206573009	0,51359725	0,5204334855	0,4920904338	0,4833741486	0,4852486253	0,466401428	0,4160234928	0,453535527	0,4545191228	0,4850438237	0,4987466633	0,4451729059	0,4012051523	0,4283530712	0,4043973684	0,3480816185	14,3939248464	3,9002630022	8,5
170	0	0	0	0	0	0	0	2	0	3	1	2	0	0	0	0	0	0	1	0	0	0	2	3	0	0	0	638,958190918	1483,7778320313	6	40,694480896	51,0859565735	121,5	167,6894683838	165,484954834	138,5859680176	122,2195587158	133,3280944824	178,6265411377	217,3027801514	128,5152740479	36,6035079956	5	0,3724785745	0,4018433988	0,4122521877	0,4467275739	0,4739638269	0,502384305	0,5371172428	0,482725203	0,5256998539	0,4862777293	0,4732232392	0,4485683739	0,4183938503	0,4418559372	0,4061122537	0,4563436508	0,4750512242	0,4820792675	0,4588168561	0,4504452944	0,455699265	0,4458216727	0,3675248623	14,13155095	3,1131413129	1,5
1027	0	0	0	0	0	1	0	0	0	21	5	0	0	7	0	0	1	0	0	1	1	0	0	1	0	14	0	366,528717041	1444	5	85,6666641235	96,8445129395	129,4696044922	143,4574584961	121,8490142822	103,0668640137	74,4513778687	82,172744751	152,1813659668	185,3125457764	166,6154937744	98,321182251	1	0,3558484912	0,4039185643	0,3927191794	0,4560419917	0,492169708	0,5140072703	0,5376360416	0,5409551263	0,5163164139	0,5239484906	0,4913567305	0,4606607854	0,4575030208	0,4362995028	0,454393059	0,5080689192	0,5638637543	0,5215005279	0,4680882692	0,4733927548	0,509473145	0,4677567482	0,3607627451	15,7432763137	1,0141501416	5
3140	2	6	0	3	0	1	1	21	0	3	18	12	18	1	0	0	23	0	19	0	4	1	6	30	36	42	0	364,6802368164	1482,2221679688	5	64,6632614136	77,1604003906	132,9806671143	130,6251373291	111,5608596802	113,295211792	132,4072875977	140,1985168457	159,8623352051	160,970993042	105,4391403198	60,4613265991	6	0,3522078097	0,3830085695	0,4026211202	0,4509309232	0,4838639498	0,495315671	0,4811602831	0,5134210587	0,5283539295	0,5051612258	0,4776698351	0,4648377299	0,4553800225	0,445438385	0,4704582095	0,4727337062	0,4975279868	0,494333148	0,483966738	0,5002714396	0,477159977	0,4316754639	0,3774426877	17,4674476331	2,3260196237	10,5
473	0	0	0	0	0	0	3	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	590,265625	1373	2	19,9996509552	59,6660881042	107,0048828125	140,5013885498	151,8412322998	142,1707458496	147,3377380371	147,5028991699	175,9990692139	179,5040740967	75,3387985229	22,3327522278	5	0,3772040009	0,384310782	0,4006390572	0,4548346698	0,4515947104	0,5286806226	0,5555974841	0,5655323267	0,5664823651	0,5673176646	0,5858622193	0,5540204644	0,5484377742	0,5267387629	0,5554912686	0,5369330645	0,5666090846	0,5815677643	0,486923486	0,5261129737	0,4865286052	0,455050379	0,3833771944	15,0686005801	4,0127089578	1
1978	0	0	0	0	2	0	4	0	1	12	27	16	18	7	0	2	0	0	1	1	5	1	1	6	3	30	6	365,9527282715	1469,9876708984	5	71,755569458	76,8299636841	147,2969360352	143,8507232666	128,4289703369	109,0053405762	126,1502075195	104,1518096924	149,1309204102	170,6975402832	143,4312286377	80,6162643433	6	0,3596419096	0,3623327315	0,4089765251	0,431570977	0,4507311881	0,5020440817	0,5005443096	0,5075615644	0,5292108655	0,5037298203	0,4851775467	0,4375314415	0,4244203568	0,4407747388	0,4733237028	0,4460088015	0,4839822054	0,4889547229	0,4870392382	0,5032457113	0,4691580534	0,441084832	0,3988301158	16,5678799882	1,463933964	9,5
1206	1	0	0	0	0	1	1	9	1	33	15	2	16	0	4	2	0	0	52	1	2	0	7	15	32	0	0	410,6948242188	1459	2	77,5824813843	82,4440383911	141,1529388428	137,529876709	117,9491500854	103,5091400146	99,0664138794	101,4957275391	163,9462432861	174,2191467285	157,0673522949	93,0460205078	1	0,3841104209	0,4116437137	0,4293770492	0,4537142217	0,4904270172	0,548138082	0,5257568359	0,5422589779	0,5391596556	0,5320789218	0,5103318095	0,4665470719	0,4746899307	0,4737944007	0,5062218308	0,5018141866	0,5568865538	0,5110988617	0,5131499767	0,4814233184	0,4905264378	0,4867905378	0,387430042	15,8932042546	1,4264519788	9
3489	3	1	0	0	0	2	0	3	0	2	13	2	12	0	1	0	0	0	13	0	1	0	4	7	16	0	0	385,0419616699	1455	1	52,8333320618	62	117	127,5	113,5	164,1666717529	149,3333282471	156,5	162,1666717529	164,3333282471	100,5	36,8333320618	3	0,3686423004	0,3693591058	0,4103801548	0,4468822777	0,443436116	0,5226323009	0,5191437602	0,5364161134	0,5247256756	0,5308311582	0,4925999641	0,457149595	0,4612614512	0,4832556546	0,4799289107	0,5319840908	0,5393366218	0,5370278955	0,4962288439	0,526121676	0,446393013	0,451348722	0,375513196	17,9921954259	3,2255872686	5,5
2418	0	0	0	0	0	0	1	2	1	2	7	1	1	2	0	0	0	0	0	0	0	0	0	5	5	9	0	383,9101867676	1480,6666259766	6	66,1960449219	75,7059326172	146,4216156006	136,7843322754	123,7745819092	105,1077651978	149,9901123047	131,362701416	157,2843933105	185,0294494629	120,0294494629	65,9020462036	6	0,3430077136	0,3615101874	0,3766851127	0,3978635371	0,4378761351	0,4646847248	0,4699586332	0,4841009378	0,4756533504	0,4671837687	0,472329706	0,4421881735	0,4365359843	0,411141783	0,4600453675	0,4531428814	0,4914785922	0,4596634507	0,4785612822	0,4526291788	0,4576689899	0,4076855779	0,3594762385	16,8677358698	1,9886817568	5
3487	0	0	0	0	0	0	0	4	1	19	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	348,133972168	1439,1110839844	2	52,2234153748	68,3652572632	114,8085098267	137,5283508301	109,4928970337	142,6418457031	136,439666748	149,6028137207	154,35105896	153,2978363037	94,1666641235	48,8227081299	6	0,3437216282	0,3543337584	0,4026636481	0,449593544	0,4748122394	0,4793962836	0,5108639598	0,5154772401	0,503021121	0,5108726621	0,4960921705	0,451766789	0,4467864633	0,4653996229	0,472951293	0,4888123572	0,5066967607	0,5209673643	0,5104575157	0,4714789093	0,4631735682	0,4487850368	0,3712321222	17,9921954259	2,7758034461	3
333	1	0	0	0	1	0	6	0	0	3	17	7	1	0	0	0	0	0	0	1	1	0	1	0	0	43	29	615,9797973633	1475,1110839844	7	31,7170009613	60,0645446777	127,9390182495	152,2979736328	161,9918823242	143,3126525879	145,0331115723	132,3367614746	184,8317871094	192,5532073975	108,1241226196	28,7741641998	5	0,3523245454	0,3563640416	0,3844271898	0,4357155263	0,4161358476	0,5202158093	0,5184908509	0,521927774	0,5091079473	0,5007209778	0,4937898815	0,4460473657	0,4594425559	0,4049622118	0,4579442143	0,4606542885	0,4813720584	0,450594008	0,4342418015	0,4476329684	0,4074436426	0,4059766531	0,3479320705	14,5438527872	3,5629251354	8,5
78	5	0	0	0	0	1	0	5	3	5	20	2	8	0	7	3	0	0	0	3	1	3	1	3	6	8	0	765,5223388672	1527	6	37,6666488647	55,3333511353	119,3331985474	167,8334350586	207,1666259766	150,4999389648	127,8332595825	127,4998626709	205,3331298828	198,6668395996	126,0000762939	25,8333740234	5	0,3699068725	0,3498873711	0,4179145396	0,4189002514	0,4522106349	0,4647110403	0,4957606196	0,4622430503	0,4843647182	0,4406026304	0,4661580026	0,4486992061	0,4151915908	0,3438380361	0,3915656805	0,4492476583	0,4442049861	0,4647824764	0,4549921453	0,4284102619	0,4230566323	0,4370767772	0,3808405399	13,6817671276	3,675371091	14
3347	6	2	0	0	0	2	2	22	4	53	18	0	8	33	2	16	4	0	20	0	0	0	4	11	25	23	1	370,5456848145	1425	1	53,3063163757	78,0121078491	109,4897537231	129,3128356934	111,8445129395	128,7030029297	134,8165588379	147,1797180176	155,1247558594	158,0270080566	106,1806335449	45,4804382324	6	0,3290962875	0,3772097528	0,3917952776	0,4700280726	0,4676671922	0,5075059533	0,5264897346	0,5135271549	0,520157814	0,5176925063	0,5007697344	0,4535592794	0,4521555901	0,4405696094	0,5163447261	0,4968723655	0,4993450642	0,520407021	0,4874759316	0,4755716324	0,4666551948	0,4337476194	0,351537168	17,7298215295	2,7383214609	20,5
1847	5	0	0	6	2	0	2	0	0	66	24	48	29	1	3	0	0	0	0	3	6	0	8	2	6	54	20	379,5552062988	1414	1	69,9844207764	76,3177566528	136,9198913574	128,6580200195	122,5069274902	107,6129989624	123,92162323	114,6216583252	143,7047576904	165,9008483887	134,3264007568	72,3142929077	2	0,3616794944	0,3911395371	0,4062663913	0,469814837	0,4569040835	0,510658145	0,5050169826	0,5272629261	0,5120581985	0,4946097136	0,4863792062	0,4571818709	0,4760707617	0,4577969015	0,4796411395	0,4870522916	0,5205773711	0,5093516707	0,4657521248	0,4937093854	0,4660651982	0,4279484749	0,3658011556	16,4554340326	1,7637898456	19
490	0	3	0	0	1	2	4	1	1	13	27	16	15	0	0	2	1	0	0	4	1	1	2	2	7	27	34	447,7138977051	1476,5555419922	7	52,5322990417	80,7302780151	141,8414611816	149,5313110352	144,9575805664	122,9354019165	123,6444778442	112,2485198975	170,5939331055	198,10206604	122,2191848755	52,3656311035	1	0,3320416808	0,3571390808	0,3922201097	0,4670552611	0,429155767	0,4946128726	0,5209829211	0,5344674587	0,511610508	0,5137215257	0,5011454225	0,4496127069	0,4424271286	0,4453240037	0,4597930312	0,4810338318	0,4711181819	0,4848115146	0,4420537353	0,4442698658	0,4517582655	0,4271315336	0,333363384	15,1435645505	2,3635016089	10
3276	7	1	1	0	0	0	1	3	0	31	33	0	19	4	2	1	0	0	8	5	8	0	12	18	40	4	0	406,1803283691	1438,4444580078	1	39,7381629944	62,0549507141	105,4432373047	115,9616012573	114,1373748779	160,6007995605	156,7820281982	169,8973846436	161	178,5329437256	105,4193954468	30,9102935791	3	0,3667051196	0,3787522912	0,3863254488	0,4066854417	0,46559605	0,4960306883	0,4999935329	0,5255313516	0,5020281076	0,523704648	0,4753051698	0,4669527709	0,4402448833	0,4498859942	0,5019560456	0,4494826198	0,53730762	0,5173671842	0,4950427711	0,4609292746	0,4765207767	0,4271613657	0,3772450089	17,6173755739	3,2255872686	10,5
3454	1	3	1	2	0	0	7	5	3	55	23	0	0	1	0	2	1	1	8	1	2	0	4	5	8	32	24	370,3508911133	1428,7407226563	1	52,1454429626	71,2895507813	107,4231033325	133,4570922852	115,0717697144	147,1809234619	134,194519043	150,5678100586	150,9784088135	156,2156219482	100,4668884277	46,9381561279	6	0,32877931	0,337192446	0,3995008767	0,4453932643	0,4728992879	0,4836499989	0,5142272711	0,5303931236	0,5049313903	0,5146800876	0,4972980917	0,4595248699	0,4372825325	0,4743254781	0,4648082852	0,5068765879	0,4949627221	0,5107342601	0,4954452813	0,4511283636	0,4528793395	0,4213018417	0,3499019146	17,9172314555	2,7758034461	9,5
901	5	0	0	2	7	4	19	25	2	56	63	25	56	2	6	1	0	7	0	3	44	1	22	20	29	83	47	676,9314575195	1451,3333740234	7	24,0516281128	54,4272613525	142,058883667	138,0894317627	162,6970367432	143,8260650635	151,5654907227	160,2330322266	170,1760253906	185,6410827637	94,7348403931	29,2910022736	5	0,3421133459	0,3925372362	0,4282600284	0,4590440094	0,4851531088	0,5221889019	0,5213108063	0,5055088401	0,5082524419	0,4872948527	0,480481714	0,4733100235	0,4574690461	0,4858022034	0,4219861925	0,4541900754	0,5061564445	0,4786469042	0,449350208	0,4115935564	0,4251895249	0,3864505291	0,3633590937	15,6308303581	3,675371091	27,5
114	0	0	0	0	0	1	0	5	1	0	2	0	0	0	0	0	1	0	166	0	0	0	1	2	0	1	0	585,1972045898	1446	6	33,8333320618	55,6666679382	133,1666717529	172,5	168,6666717529	139,3333282471	114,5	121,5	184,8333282471	213,6666717529	139	32,8333320618	5	0,3563849628	0,3664534092	0,4178559184	0,4289945364	0,4506867826	0,4780534506	0,4876081347	0,4756203592	0,4982051849	0,4741365016	0,4427216351	0,4225074351	0,4249914587	0,3805194795	0,3983994722	0,4255329669	0,480347544	0,4614459574	0,4589375556	0,425925225	0,4122549593	0,4265965521	0,3700238764	13,7942130832	3,0006953573	3
225	12	0	0	0	2	0	5	1	3	11	46	26	16	0	1	0	2	0	2	3	21	0	0	5	4	91	18	641,4898681641	1492,7037353516	6	36,542766571	60,4613265991	128,1586303711	155,3379821777	168,3859863281	141,7158203125	135,4377288818	137,3194580078	171,0692443848	199,5744934082	108,8415756226	33,2790145874	5	0,3540360034	0,3741267025	0,4071982801	0,4161148071	0,4529731274	0,5168709159	0,5070584416	0,4838297665	0,4888988435	0,4807431996	0,4529163241	0,4443764389	0,4344123602	0,3772896528	0,4050444365	0,4210843146	0,4888752699	0,4538521767	0,421702534	0,4182946682	0,4341785908	0,401327163	0,3383217454	14,318960876	3,3755152094	24
40	5	0	0	0	0	0	1	10	0	7	10	2	8	0	3	0	0	0	39	0	6	0	10	8	0	12	0	729,9750976563	1478	6	34,6175460815	56,249370575	120,581451416	179,4290618896	158,8714904785	133,0541534424	122,6343383789	120,5167922974	177,6947784424	217,8618927002	138,0634002686	31,5142803192	5	0,3692007959	0,3683339655	0,4227596521	0,4304315746	0,4631762803	0,4825592637	0,4920942783	0,4857682288	0,5093741417	0,4842755497	0,4462823868	0,4199072421	0,4070794582	0,3611861467	0,3866770267	0,4625306129	0,4326165915	0,4558592737	0,4641516209	0,434186399	0,4238727391	0,4391957223	0,3802594244	13,6068031572	3,487961165	11
1331	0	2	0	0	7	0	18	23	0	6	20	18	5	0	0	0	2	0	15	3	0	0	3	7	17	33	0	432,281463623	1516	1	22,5	54,5	155	150,6666717529	169	141,1666717529	144,8333282471	166,6666717529	172,1666717529	206,5	98,3333358765	28,1666660309	5	0,3410414159	0,3414030373	0,3817159832	0,4439580739	0,4686717391	0,5045471191	0,5227093697	0,5512121916	0,5568058491	0,536395967	0,5366911292	0,5046425462	0,5100343227	0,4616202116	0,4968280196	0,5060557127	0,4701141715	0,4992634356	0,4558838606	0,432974875	0,4243119955	0,3875992298	0,3387336135	16,0431321954	3,7503350614	9,5
619	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	9	0	20	1	0	0	0	7	0	0	0	506,9283752441	1346	4	19,3355426788	58,3372840881	112,0037231445	127,3353118896	138,83984375	145,0025634766	150,6723632813	147,1678314209	167,4987182617	160,6719055176	79,8355407715	21,1688747406	5	0,3104237616	0,2863566577	0,2938601971	0,3408594429	0,4015546143	0,4523317218	0,5061190128	0,541318357	0,5570566058	0,585799098	0,5865256786	0,5854963064	0,5760096312	0,5566580892	0,5187656879	0,5797637701	0,6018301249	0,542791605	0,527037859	0,5178915262	0,4544510841	0,3807505667	0,3322944343	15,4059384469	4,0127089578	6
1408	5	0	0	0	11	1	4	7	7	30	45	47	28	10	7	3	0	0	49	6	1	0	12	8	5	59	6	399,6863098145	1433,8889160156	1	57,6427764893	72,6393051147	143,8607025146	132,6164245605	150,915435791	106,1049804688	123,3104553223	124,7900390625	145,8218994141	166,589050293	113,6985244751	70,8059692383	1	0,3511964381	0,3914061487	0,4232490659	0,4520779848	0,4568601251	0,5369541049	0,5286506414	0,5241925716	0,5265001059	0,4974907041	0,5002776384	0,4384199381	0,4352332056	0,4496682584	0,5084449649	0,4748952985	0,5141690373	0,5128714442	0,5121914744	0,4910134077	0,4405581951	0,4308682382	0,3487764001	16,1180961658	1,9886817568	17
3032	2	4	1	0	0	0	2	8	1	4	14	10	10	5	0	3	12	0	6	0	1	2	3	12	16	20	8	374,3079223633	1469	1	65,3333358765	75,5	131,6666717529	128,3333282471	110,1666641235	109,5	128,6666717529	144,8333282471	156,8333282471	168,6666717529	102,3333358765	61,1666679382	6	0,3598181903	0,3683513105	0,4183405936	0,4614650905	0,4789481461	0,5058277249	0,5022444725	0,5498529077	0,5123740435	0,5028468966	0,4731160402	0,4610382318	0,4752480984	0,4463604093	0,4620862305	0,5022201538	0,5286004543	0,4826878309	0,4664254189	0,5071926117	0,462105155	0,4456622601	0,3696852028	17,3550016775	2,4384655793	8,5
637	1	0	0	0	0	0	0	0	0	40	2	0	0	6	0	0	0	0	0	2	3	0	0	0	0	0	0	552,2614746094	1514,3333740234	2	90,1705551147	94,1194458008	131,9055633545	145,8622283936	136,6888885498	123,3622207642	76,6405563354	86,9816665649	162,7716674805	201,7861175537	160,1916656494	116,7283325195	1	0,3612383604	0,4224802554	0,4502319396	0,4868744612	0,4979715347	0,5181094408	0,5542191863	0,5359793305	0,5513699651	0,5175753236	0,5058147311	0,4752731919	0,4799185991	0,4657775462	0,485408932	0,5033228993	0,5648153424	0,5396918058	0,5008504987	0,5085994005	0,4794613719	0,4493509233	0,3838278055	15,4434204321	1,2015600676	6,5
1834	4	4	2	0	0	0	8	39	8	31	20	7	5	11	7	2	2	0	3	2	4	0	11	23	4	9	0	341,1480712891	1443,3333740234	3	72,9976196289	85,0363769531	150,3309631348	145,9807434082	132,2874450684	100,4636230469	106,5432739258	106,7513046265	152,8792266846	154,5699005127	145,301940918	87,6642913818	6	0,3043076396	0,3225798011	0,3571046293	0,4141286016	0,4338062406	0,4427786469	0,4627702236	0,4453765452	0,4667540491	0,4538176954	0,4259198308	0,3949401975	0,4120129645	0,3965340555	0,4235150814	0,4176335633	0,4305568337	0,4077425897	0,4334733188	0,4304809272	0,3984919786	0,408344388	0,3501276374	16,4554340326	1,276524038	10
1822	5	2	1	2	0	1	1	25	1	8	37	6	14	0	0	4	1	0	23	0	20	1	7	62	86	2	0	618,4349365234	1512	7	27,5006217957	53,0020713806	135,8358154297	152,1670837402	146,1629486084	147,8200683594	149,9972991943	179,3318786621	174,6633605957	211,8260803223	90,6672821045	22,8316764832	3	0,3526680171	0,3734627962	0,4055766463	0,434030503	0,4445151687	0,4937999249	0,4902041852	0,52577281	0,4961055517	0,4776693285	0,4714757502	0,480755955	0,4585115612	0,4405186176	0,4519414604	0,4637995064	0,4883559048	0,4741873741	0,439884901	0,4435010552	0,4079951346	0,4075029194	0,3603415489	16,4179520474	3,8252990318	20,5
1332	0	1	0	0	3	0	18	0	0	15	10	2	0	0	5	0	2	0	22	0	0	0	2	6	23	26	0	435,2765808105	1500	1	21,1895294189	53,6520500183	155,5396118164	148,1228179932	170,7729797363	140,3187103271	142,212387085	167,2062683105	170,8562011719	202,5685882568	93,5539779663	26,6249370575	5	0,3389948606	0,3408662677	0,3879589438	0,4368591905	0,4643992484	0,5137491226	0,5171611905	0,5421512127	0,5577567816	0,5288075209	0,5326395631	0,487690568	0,5143561363	0,4822765291	0,4976039231	0,5029854774	0,4863041937	0,4935356975	0,4592391253	0,4272228181	0,428855598	0,3934416771	0,3420225978	16,0431321954	3,7878170466	9
3535	5	7	1	0	0	1	2	10	0	23	35	36	20	2	2	6	7	0	48	2	4	0	2	38	56	19	12	411,7341918945	1433	1	47,5713233948	51,6974945068	113,9146881104	130,1562652588	116,9691696167	154,6021575928	160,5612945557	152,2383575439	154,3297424316	152,4322662354	96,9046554565	32,9250869751	2	0,3681426942	0,3780382574	0,4195559025	0,4374424815	0,4483546615	0,4819254577	0,5091956854	0,5276706219	0,5163655877	0,5397059917	0,486540854	0,4553956687	0,4667641819	0,4861143231	0,4981807768	0,5227652788	0,5476927161	0,5435979366	0,5063730478	0,4805566967	0,455447495	0,460249573	0,3774347007	18,1046413816	3,5254431502	10
871	1	0	0	0	0	0	0	1	0	12	1	0	5	1	0	0	0	0	0	1	0	0	2	1	1	0	0	427,0614624023	1430,4444580078	2	86,4951248169	89,3034591675	129,1664428711	140,1217498779	127,2690505981	103,5859680176	68,9303741455	80,3677902222	147,3439331055	195,1472167969	168,5779724121	96,7582778931	1	0,4151701033	0,4511826336	0,4428106546	0,4804008901	0,5142793059	0,5261502862	0,5485495329	0,5756921768	0,5283166766	0,5330668688	0,5203171372	0,4879243076	0,4817477763	0,4835182428	0,5077525973	0,5371191502	0,5807253718	0,5606142879	0,5240252018	0,5392720699	0,5017024279	0,5089519024	0,4298001528	15,6308303581	0,8642222007	5
